Name	Type	Subtype	CMC	Colors	Power	Toughness	Text	Sets
Araba Mothrider	['Creature']	['Human', 'Samurai']	2	['White']	1	1	Flying Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.)	['SOK']
Talas Explorer	['Creature']	['Human', 'Pirate', 'Scout']	2	['Blue']	1	1	Flying When Talas Explorer enters the battlefield, look at target opponent's hand.	['PO2']
Abyssal Hunter	['Creature']	['Human', 'Assassin']	4	['Black']	1	1	{B}, {T}: Tap target creature. Abyssal Hunter deals damage equal to Abyssal Hunter's power to that creature.	['MIR', '6ED']
Prescient Chimera	['Creature']	['Chimera']	5	['Blue']	3	4	Flying Whenever you cast an instant or sorcery spell, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)	['THS']
Leonin Arbiter	['Creature']	['Cat', 'Cleric']	2	['White']	2	2	Players can't search libraries. Any player may pay {2} for that player to ignore this effect until end of turn.	['SOM']
Reckless Ogre	['Creature']	['Ogre']	4	['Red']	3	2	Whenever Reckless Ogre attacks alone, it gets +3/+0 until end of turn.	['EXO']
Sewer Shambler	['Creature']	['Zombie']	3	['Black']	2	1	Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.) Scavenge {2}{B} ({2}{B}, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this card's power on target creature. Scavenge only as a sorcery.)	['RTR']
Thunder Spirit	['Creature']	['Elemental', 'Spirit']	3	['White']	2	2	Flying, first strike	['LEG', 'MED']
Scrivener	['Creature']	['Human', 'Wizard']	5	['Blue']	2	2	When Scrivener enters the battlefield, you may return target instant card from your graveyard to your hand.	['EXO', 'ODY', 'VMA', 'TPR']
Rot Wolf	['Creature']	['Wolf']	3	['Green']	2	2	Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.) Whenever a creature dealt damage by Rot Wolf this turn dies, you may draw a card.	['MBS']
Memnarch	['Artifact', 'Creature']	['Wizard']	7	colorless	4	5	{1}{U}{U}: Target permanent becomes an artifact in addition to its other types. (This effect lasts indefinitely.) {3}{U}: Gain control of target artifact. (This effect lasts indefinitely.)	['DST', 'ARC']
Petravark	['Creature']	['Nightmare', 'Beast']	4	['Red']	2	2	When Petravark enters the battlefield, exile target land. When Petravark leaves the battlefield, return the exiled card to the battlefield under its owner's control.	['TOR']
Cache Raiders	['Creature']	['Merfolk', 'Rogue']	5	['Blue']	4	4	At the beginning of your upkeep, return a permanent you control to its owner's hand.	['EVE', 'DDI']
Dungeon Geists	['Creature']	['Spirit']	4	['Blue']	3	3	Flying When Dungeon Geists enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's untap step for as long as you control Dungeon Geists.	['DKA', 'C13']
Goblin Marshal	['Creature']	['Goblin', 'Warrior']	6	['Red']	3	3	Echo {4}{R}{R} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.) When Goblin Marshal enters the battlefield or dies, put two 1/1 red Goblin creature tokens onto the battlefield.	['UDS']
Shoe Tree	['Creature']	['Treefolk']	5	['Green']	3	3	Shoe Tree comes into play with up to two shoe counters on it. Use your shoes as counters. Shoe Tree gets +1/+1 for each shoe counter on it.	['UNH']
B-I-N-G-O	['Creature']	['Hound']	2	['Green']	1	1	Trample Whenever a player plays a spell, put a chip counter on its converted mana cost.   B-I-N-G-O gets +9/+9 for each set of three numbers in a row with chip counters on them.	['UNH']
Forgestoker Dragon	['Creature']	['Dragon']	6	['Red']	5	4	Flying {1}{R}: Forgestoker Dragon deals 1 damage to target creature. That creature can't block this combat. Activate this ability only if Forgestoker Dragon is attacking.	['pPRE', 'BNG']
Moriok Scavenger	['Creature']	['Human', 'Rogue']	4	['Black']	2	3	When Moriok Scavenger enters the battlefield, you may return target artifact creature card from your graveyard to your hand.	['MRD']
Sapphire Leech	['Creature']	['Leech']	2	['Blue']	2	2	Flying Blue spells you cast cost {U} more to cast.	['INV']
Ghost Ship	['Creature']	['Spirit']	4	['Blue']	2	4	Flying {U}{U}{U}: Regenerate Ghost Ship.	['DRK', '4ED', 'TSB']
Nim Shrieker	['Creature']	['Zombie']	4	['Black']	0	1	Flying Nim Shrieker gets +1/+0 for each artifact you control.	['MRD']
Brothers Yamazaki	['Creature']	['Human', 'Samurai']	3	['Red']	2	1	Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.) If there are exactly two permanents named Brothers Yamazaki on the battlefield, the "legend rule" doesn't apply to them. Each other creature named Brothers Yamazaki gets +2/+2 and has haste.	['CHK']
Skyfire Kirin	['Creature']	['Kirin', 'Spirit']	4	['Red']	3	3	Flying Whenever you cast a Spirit or Arcane spell, you may gain control of target creature with that spell's converted mana cost until end of turn.	['SOK']
Millennial Gargoyle	['Artifact', 'Creature']	['Gargoyle']	4	colorless	2	2	Flying	['GTC']
Darklit Gargoyle	['Artifact', 'Creature']	['Gargoyle']	2	['White']	1	2	Flying {B}: Darklit Gargoyle gets +2/-1 until end of turn.	['CON']
Kelinore Bat	['Creature']	['Bat']	3	['Black']	2	1	Flying	['M10']
Norwood Archers	['Creature']	['Elf', 'Archer']	4	['Green']	3	3	Reach (This creature can block creatures with flying.)	['PO2', 'S99']
Shoal Serpent	['Creature']	['Serpent']	6	['Blue']	5	5	Defender Landfall — Whenever a land enters the battlefield under your control, Shoal Serpent loses defender until end of turn.	['ZEN']
Tok-Tok, Volcano Born	['Creature']	['Goblin', 'Shaman']	4	['Red']	2	2	Protection from red If a red source would deal damage to a player, it deals that much damage plus 1 to that player instead.	['CHK']
Crystalline Sliver	['Creature']	['Sliver']	2	['White', 'Blue']	2	2	All Slivers have shroud. (They can't be the targets of spells or abilities.)	['STH', 'pFNM', 'H09', 'TPR']
Cryptic Cruiser	['Creature']	['Eldrazi', 'Processor']	4	colorless	3	3	Devoid (This card has no color.) {2}{U}, Put a card an opponent owns from exile into that player's graveyard: Tap target creature.	['BFZ']
Spirit Weaver	['Creature']	['Human', 'Wizard']	2	['White']	2	1	{2}: Target green or blue creature gets +0/+1 until end of turn.	['INV', '10E']
Fire Elemental	['Creature']	['Elemental']	5	['Red']	5	4	NA	['LEA', 'LEB', '2ED', 'CED', 'CEI', '3ED', '4ED', '6ED', 'S99', '7ED', 'M13']
Frontier Guide	['Creature']	['Elf', 'Scout']	2	['Green']	1	1	{3}{G}, {T}: Search your library for a basic land card and put it onto the battlefield tapped. Then shuffle your library.	['ZEN', 'DDP']
Vinelasher Kudzu	['Creature']	['Plant']	2	['Green']	1	1	Whenever a land enters the battlefield under your control, put a +1/+1 counter on Vinelasher Kudzu.	['RAV', 'DDM']
Broodhunter Wurm	['Creature']	['Wurm']	4	['Green']	4	3	NA	['BFZ']
Colossodon Yearling	['Creature']	['Beast']	3	['Green']	2	4	NA	['DTK']
Hunting Cheetah	['Creature']	['Cat']	3	['Green']	2	3	Whenever Hunting Cheetah deals damage to an opponent, you may search your library for a Forest card, reveal that card, put it into your hand, then shuffle your library.	['PTK', 'ME3']
Ghost-Lit Warder	['Creature']	['Spirit']	2	['Blue']	1	1	{3}{U}, {T}: Counter target spell unless its controller pays {2}. Channel — {3}{U}, Discard Ghost-Lit Warder: Counter target spell unless its controller pays {4}.	['SOK']
Infernal Kirin	['Creature']	['Kirin', 'Spirit']	4	['Black']	3	3	Flying Whenever you cast a Spirit or Arcane spell, target player reveals his or her hand and discards all cards with that spell's converted mana cost.	['SOK']
Galvanic Alchemist	['Creature']	['Human', 'Wizard']	3	['Blue']	1	4	Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.) As long as Galvanic Alchemist is paired with another creature, each of those creatures has "{2}{U}: Untap this creature."	['AVR']
Plated Wurm	['Creature']	['Wurm']	5	['Green']	4	5	NA	['PO2']
Chameleon Colossus	['Creature']	['Shapeshifter']	4	['Green']	4	4	Changeling (This card is every creature type.) Protection from black {2}{G}{G}: Chameleon Colossus gets +X/+X until end of turn, where X is its power.	['MOR', 'ARC', 'V13']
Azamuki, Treachery Incarnate	['Creature']	['Spirit']	3	['Red']	5	2	Remove a ki counter from Azamuki, Treachery Incarnate: Gain control of target creature until end of turn.	['BOK']
Dromosaur	['Creature']	['Lizard']	3	['Red']	2	3	Whenever Dromosaur blocks or becomes blocked, it gets +2/-2 until end of turn.	['USG']
Dakmor Scorpion	['Creature']	['Scorpion']	2	['Black']	2	1	NA	['PO2', 'S99']
Haunted Cadaver	['Creature']	['Zombie']	4	['Black']	2	2	Whenever Haunted Cadaver deals combat damage to a player, you may sacrifice it. If you do, that player discards three cards. Morph {1}{B} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)	['ONS']
Molten Hydra	['Creature']	['Hydra']	2	['Red']	1	1	{1}{R}{R}: Put a +1/+1 counter on Molten Hydra. {T}, Remove all +1/+1 counters from Molten Hydra: Molten Hydra deals damage to target creature or player equal to the number of +1/+1 counters removed this way.	['ULG']
Crystal Seer	['Creature']	['Vedalken', 'Wizard']	5	['Blue']	2	2	When Crystal Seer enters the battlefield, look at the top four cards of your library, then put them back in any order. {4}{U}: Return Crystal Seer to its owner's hand.	['GPT']
Filth	['Creature']	['Incarnation']	4	['Black']	2	2	Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.) As long as Filth is in your graveyard and you control a Swamp, creatures you control have swampwalk.	['JUD']
Volrath the Fallen	['Creature']	['Shapeshifter']	6	['Black']	6	4	{1}{B}, Discard a creature card: Volrath the Fallen gets +X/+X until end of turn, where X is the discarded card's converted mana cost.	['NMS']
Skittering Skirge	['Creature']	['Imp']	2	['Black']	3	2	Flying When you cast a creature spell, sacrifice Skittering Skirge.	['pARL', 'USG', 'BTD']
Slith Predator	['Creature']	['Slith']	2	['Green']	1	1	Trample Whenever Slith Predator deals combat damage to a player, put a +1/+1 counter on it.	['MRD']
Everbark Shaman	['Creature']	['Treefolk', 'Shaman']	5	['Green']	3	5	{T}, Exile a Treefolk card from your graveyard: Search your library for up to two Forest cards and put them onto the battlefield tapped. Then shuffle your library.	['MOR']
Blanchwood Treefolk	['Creature']	['Treefolk']	5	['Green']	4	5	NA	['USG']
Elusive Krasis	['Creature']	['Fish', 'Mutant']	3	['Blue', 'Green']	0	4	Elusive Krasis can't be blocked. Evolve (Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)	['GTC']
Dragonmaster Outcast	['Creature']	['Human', 'Shaman']	1	['Red']	1	1	At the beginning of your upkeep, if you control six or more lands, put a 5/5 red Dragon creature token with flying onto the battlefield.	['WWK', 'BFZ']
Blind Zealot	['Creature']	['Human', 'Cleric']	3	['Black']	2	2	Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.) Whenever Blind Zealot deals combat damage to a player, you may sacrifice it. If you do, destroy target creature that player controls.	['NPH']
Wrecking Ogre	['Creature']	['Ogre', 'Warrior']	5	['Red']	3	3	Double strike Bloodrush — {3}{R}{R}, Discard Wrecking Ogre: Target attacking creature gets +3/+3 and gains double strike until end of turn.	['GTC']
Thornscape Master	['Creature']	['Human', 'Wizard']	4	['Green']	2	2	{R}{R}, {T}: Thornscape Master deals 2 damage to target creature. {W}{W}, {T}: Target creature gains protection from the color of your choice until end of turn.	['INV']
Phyrexian Scuta	['Creature']	['Zombie']	4	['Black']	3	3	Kicker—Pay 3 life. (You may pay 3 life in addition to any other costs as you cast this spell.) If Phyrexian Scuta was kicked, it enters the battlefield with two +1/+1 counters on it.	['PLS']
Intet, the Dreamer	['Creature']	['Dragon']	6	['Blue', 'Red', 'Green']	6	6	Flying Whenever Intet, the Dreamer deals combat damage to a player, you may pay {2}{U}. If you do, exile the top card of your library face down. You may look at that card for as long as it remains exiled. You may play that card without paying its mana cost for as long as Intet remains on the battlefield.	['PLC', 'CMD']
Hivis of the Scale	['Creature']	['Viashino', 'Shaman']	5	['Red']	3	4	You may choose not to untap Hivis of the Scale during your untap step. {T}: Gain control of target Dragon for as long as you control Hivis and Hivis remains tapped.	['MIR']
Talruum Champion	['Creature']	['Minotaur']	5	['Red']	3	3	First strike Whenever Talruum Champion blocks or becomes blocked by a creature, that creature loses first strike until end of turn.	['VIS']
Glory Seeker	['Creature']	['Human', 'Soldier']	2	['White']	2	2	NA	['ONS', '8ED', '9ED', 'ROE', 'DDF']
Highspire Mantis	['Creature']	['Insect']	4	['White', 'Red']	3	3	Flying, trample	['KTK']
Towering Indrik	['Creature']	['Beast']	4	['Green']	2	4	Reach (This creature can block creatures with flying.)	['RTR']
Abzan Skycaptain	['Creature']	['Bird', 'Soldier']	4	['White']	2	2	Flying When Abzan Skycaptain dies, bolster 2. (Choose a creature with the least toughness among creatures you control and put two +1/+1 counters on it.)	['FRF']
Infectious Horror	['Creature']	['Zombie', 'Horror']	4	['Black']	2	2	Whenever Infectious Horror attacks, each opponent loses 2 life.	['CON', 'ARC', 'CNS']
Boggart Brute	['Creature']	['Goblin', 'Warrior']	3	['Red']	3	2	Menace (This creature can't be blocked except by two or more creatures.)	['ORI']
Force of Nature	['Creature']	['Elemental']	6	['Green']	8	8	Trample (If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.) At the beginning of your upkeep, Force of Nature deals 8 damage to you unless you pay {G}{G}{G}{G}.	['LEA', 'LEB', '2ED', 'CED', 'CEI', '3ED', '4ED', '5ED', 'BTD', 'pREL', '9ED', 'ME4']
Barbarian Horde	['Creature']	['Human', 'Barbarian', 'Soldier']	4	['Red']	3	3	NA	['PTK']
Lullmage Mentor	['Creature']	['Merfolk', 'Wizard']	3	['Blue']	2	2	Whenever a spell or ability you control counters a spell, you may put a 1/1 blue Merfolk creature token onto the battlefield. Tap seven untapped Merfolk you control: Counter target spell.	['ZEN']
Slum Reaper	['Creature']	['Horror']	4	['Black']	4	2	When Slum Reaper enters the battlefield, each player sacrifices a creature.	['RTR']
Civilized Scholar	['Creature']	['Human', 'Advisor']	3	['Blue']	0	1	{T}: Draw a card, then discard a card. If a creature card is discarded this way, untap Civilized Scholar, then transform it.	['ISD']
Hammerheim Deadeye	['Creature']	['Giant', 'Warrior']	4	['Red']	3	3	Echo {5}{R} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.) When Hammerheim Deadeye enters the battlefield, destroy target creature with flying.	['PLC', 'MMA']
